DATE,SMC,SM1,SM2,SM3,V,FLOW,RAD,TEMP,HUM,WIND,ETO,ALPHA,NDVI,RED,NIR,E
2019-12-06 18:26:46, 0.00, 0.00, 0.00, 0.00,0, 0.00,    0, 0.00, 0.00, 0.00, 0.00, 1.8600, 0.0000, 0.0000, 0.0000,0
2019-12-06 18:31:04, 0.00, 0.00, 0.00, 0.00,0, 0.00,    0, 0.00, 0.00, 0.00, 0.00, 1.8600, 0.0000, 0.0000, 0.0000,0
2020-02-11 10:31:09, 0.00, 0.00, 0.00, 0.00,0, 0.00,    0, 0.00, 0.00, 0.00, 0.00, 1.8600, 0.0000, 0.0000, 0.0000,0
