DATE,SMC,SM1,SM2,SM3,V,FLOW,RAD,TEMP,HUM,WIND,ETO,ALPHA,NDVI,RED,NIR,E
2019-12-06 18:28:53, 0.00, 0.00, 0.00, 0.00,1, 0.00,    0, 0.00, 0.00, 0.00, 0.00, 1.8600, 0.0000, 0.0000, 0.0000,0
2019-12-06 18:33:10, 0.00, 0.00, 0.00, 0.00,1, 0.00,    0, 0.00, 0.00, 0.00, 0.00, 1.8600, 0.0000, 0.0000, 0.0000,0
2020-02-11 10:34:46, 0.00, 0.00, 0.00, 0.00,1, 0.00,    0, 0.00, 0.00, 0.00, 0.00, 1.8600, 0.0000, 0.0000, 0.0000,0
