0,13,00,20,00,Lunes
1,00,00,00,00,Martes
2,13,00,16,00,Miercoles
3,00,00,00,00,Jueves
4,13,00,16,00,Viernes
5,00,00,00,00,Sabado
6,02,00,03,00,Domingo
