0,01,00,02,10,Lunes
1,09,00,12,00,Martes
2,00,00,00,00,Miercoles
3,09,00,12,00,Jueves
4,00,00,00,00,Viernes
5,09,00,12,00,Sabado
6,00,00,00,00,Domingo
