0,11,00,12,00,Lunes
1,00,00,00,00,Martes
2,09,00,12,00,Miércoles
3,00,00,00,00,Jueves
4,00,00,00,00,Viernes
5,00,00,00,00,Sábado
6,09,00,14,00,Domingo
